report_date_as_yyyy_mm_dd,market_and_exchange_names,open_interest_all,lev_money_positions_long,lev_money_positions_short,lev_money_positions_spread,lev_net_position
2023-11-21,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,424327,24720,10647,74705,14073
2023-11-21,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2240214,164024,475070,53389,-311046
2023-11-21,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2255516,164118,474549,57801,-310431
2023-11-21,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,153018,43801,37645,1261,6156
2023-11-28,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2279894,174618,493262,61643,-318644
2023-11-28,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,430924,27645,10647,74780,16998
2023-11-28,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,268767,126819,5473,23335,121346
2023-11-28,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2295420,172624,490862,67917,-318238
2023-11-28,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,155262,41863,37800,943,4063
2023-12-05,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2314400,160354,513778,88557,-353424
2023-12-05,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,272313,125113,5504,25161,119609
2023-12-05,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2330556,160179,510568,95591,-350389
2023-12-05,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,437943,34820,11897,72839,22923
2023-12-05,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,161563,66369,36019,2212,30350
2023-12-12,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2670454,186308,552599,129566,-366291
2023-12-12,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2690306,184974,545510,142959,-360536
2023-12-12,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,198519,92269,34727,28315,57542
2023-12-12,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,451812,32835,13172,72674,19663
2023-12-12,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,275689,123431,5388,28284,118043
2023-12-19,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2167112,155337,462928,44121,-307591
2023-12-19,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2156203,156388,463920,39221,-307532
2023-12-19,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,109089,23492,24088,14992,-596
2023-12-19,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,190328,74700,4009,30117,70691
2023-12-19,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,368467,45306,15815,55614,29491
2023-12-26,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2166788,145304,501011,37640,-355707
2023-12-26,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,369496,38297,15815,55614,22482
2023-12-26,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,114747,21436,28556,15373,-7120
2023-12-26,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2155313,146137,501132,33126,-354995
2023-12-26,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,191593,73875,4941,29580,68934
2024-01-02,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2234726,147532,537745,41387,-390213
2024-01-02,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,192881,74379,4809,30025,69570
2024-01-02,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2221215,148510,538311,35123,-389801
2024-01-02,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,135114,37550,41666,15306,-4116
2024-01-02,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,380406,40006,17614,57675,22392
2024-01-09,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,196590,77080,6417,28816,70663
2024-01-09,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2225245,162683,470085,55370,-307402
2024-01-09,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2209328,157671,470186,52676,-312515
2024-01-09,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,159171,58962,7833,18092,51129
2024-01-09,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,380860,37450,16815,56744,20635
2024-01-16,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,385838,28651,16815,58419,11836
2024-01-16,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,164694,69394,11673,16891,57721
2024-01-16,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2233526,154507,447414,64935,-292907
2024-01-16,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,199467,80393,7733,28392,72660
2024-01-16,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2217057,152279,450958,58535,-298679
2024-01-23,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,160988,69988,24549,12751,45439
2024-01-23,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,373782,29682,16815,53719,12867
2024-01-23,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,199112,80897,7300,27649,73597
2024-01-23,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2271312,178471,571094,47017,-392623
2024-01-23,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2287411,179526,567605,54236,-388079
2024-01-30,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,171013,70760,22673,12616,48087
2024-01-30,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2326056,177373,602100,50924,-424727
2024-01-30,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2308955,175813,605349,44146,-429536
2024-01-30,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,386304,30667,16565,54082,14102
2024-01-30,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,204144,83253,6275,29191,76978
2024-01-30,S&P 500 QUARTERLY DIVIDEND IND - CHICAGO MERCANTILE EXCHANGE,55447,41274,23706,1712,17568
2024-02-06,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2297385,164837,575928,45904,-411091
2024-02-06,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,400068,22803,18765,63171,4038
2024-02-06,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2313768,164162,571760,54818,-407598
2024-02-06,S&P 500 QUARTERLY DIVIDEND IND - CHICAGO MERCANTILE EXCHANGE,55897,41634,23938,1716,17696
2024-02-06,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,209309,84504,8250,30334,76254
2024-02-06,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,163831,69802,34874,12587,34928
2024-02-13,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,211603,85735,11974,29225,73761
2024-02-13,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2355646,178718,553828,77614,-375110
2024-02-13,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2338964,178596,558063,69243,-379467
2024-02-13,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,166822,72357,28781,12574,43576
2024-02-13,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,398751,20438,17265,62220,3173
2024-02-13,S&P 500 QUARTERLY DIVIDEND IND - CHICAGO MERCANTILE EXCHANGE,55744,41482,24118,1726,17364
2024-02-20,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2341883,150669,563369,89375,-412700
2024-02-20,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,189303,88354,42710,15072,45644
2024-02-20,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2322953,150382,567646,79320,-417264
2024-02-20,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,401901,19839,17265,64372,2574
2024-02-20,S&P 500 QUARTERLY DIVIDEND IND - CHICAGO MERCANTILE EXCHANGE,56205,41768,24282,1823,17486
2024-02-20,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,214251,86448,12680,29598,73768
2024-02-27,S&P 500 QUARTERLY DIVIDEND IND - CHICAGO MERCANTILE EXCHANGE,57085,42928,24746,1833,18182
2024-02-27,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,402381,21248,16765,62388,4483
2024-02-27,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,209292,108435,48979,12942,59456
2024-02-27,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2344340,167174,601419,82197,-434245
2024-02-27,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2365269,167675,595974,93834,-428299
2024-02-27,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,213211,87258,13300,27630,73958
2024-03-05,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,234694,126519,70862,15014,55657
2024-03-05,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2401166,181513,582809,126346,-401296
2024-03-05,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,401549,25058,16916,59536,8142
2024-03-05,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,216044,88312,14090,27312,74222
2024-03-05,S&P 500 QUARTERLY DIVIDEND IND - CHICAGO MERCANTILE EXCHANGE,57186,42688,25288,1835,17400
2024-03-05,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2377697,182711,589572,110995,-406861
2024-03-12,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2704540,154339,639270,229144,-484931
2024-03-12,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2678339,154540,648540,211818,-494000
2024-03-12,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,262008,154132,63438,17116,90694
2024-03-12,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,414579,28148,15918,68311,12230
2024-03-12,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,216799,91018,11143,26209,79875
2024-03-12,S&P 500 QUARTERLY DIVIDEND IND - CHICAGO MERCANTILE EXCHANGE,59778,44858,26510,1939,18348
2024-03-19,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2111429,114319,544704,36254,-430385
2024-03-19,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,219348,93685,11750,25170,81935
2024-03-19,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2094749,113148,546018,28959,-432870
2024-03-19,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,166795,72577,47723,12081,24854
2024-03-19,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,380350,30258,9569,68091,20689
2024-03-26,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,390557,27946,10514,69391,17432
2024-03-26,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2110848,116925,573436,31950,-456511
2024-03-26,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,179779,72412,42359,13474,30053
2024-03-26,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2128826,117757,571262,39707,-453505
2024-03-26,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,224542,95670,10997,25703,84673
2024-04-02,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2110281,151898,515220,45404,-363322
2024-04-02,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2089222,150124,518587,36203,-368463
2024-04-02,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,210591,103844,52443,5905,51401
2024-04-02,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,390924,26420,15983,68591,10437
2024-04-02,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,225210,96306,10774,26648,85532
2024-04-09,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,237555,134638,55572,3767,79066
2024-04-09,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2091937,152287,493260,35756,-340973
2024-04-09,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2115693,153065,486131,48819,-333066
2024-04-09,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,227798,96063,9355,29447,86708
2024-04-09,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,400958,17239,38982,67343,-21743
2024-04-16,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,417342,9760,44339,74891,-34579
2024-04-16,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2124352,222141,416715,55585,-194574
2024-04-16,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,229039,96580,8727,29171,87853
2024-04-16,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2100522,211967,412895,53675,-200928
2024-04-16,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,238298,116579,53041,4258,63538
2024-04-23,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2092629,194277,392951,55595,-198674
2024-04-23,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,247393,127997,51519,6383,76478
2024-04-23,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,428652,8267,48793,75077,-40526
2024-04-23,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,239236,101944,10749,30232,91195
2024-04-23,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2067890,185147,391469,51286,-206322
2024-04-30,S&P 500 QUARTERLY DIVIDEND IND - CHICAGO MERCANTILE EXCHANGE,44755,31638,19978,2958,11660
2024-04-30,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2031800,169983,359038,60979,-189055
2024-04-30,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,255956,127718,59363,6967,68355
2024-04-30,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,437142,8523,62443,71263,-53920
2024-04-30,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,242714,105103,13636,27813,91467
2024-04-30,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2006204,157811,353701,59683,-195890
2024-05-07,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,249303,108150,17622,29692,90528
2024-05-07,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2056976,162959,415080,70682,-252121
2024-05-07,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,451198,10223,68016,77211,-57793
2024-05-07,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2030975,161878,422128,56689,-260250
2024-05-07,S&P 500 QUARTERLY DIVIDEND IND - CHICAGO MERCANTILE EXCHANGE,44550,32069,20259,2472,11810
2024-05-07,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,260012,145708,64413,5036,81295
2024-05-14,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,264757,155015,66750,3752,88265
2024-05-14,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2081097,159771,452247,58115,-292476
2024-05-14,S&P 500 QUARTERLY DIVIDEND IND - CHICAGO MERCANTILE EXCHANGE,44565,32354,20259,2472,12095
2024-05-14,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2107573,160172,443822,73591,-283650
2024-05-14,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,465932,12010,67553,82676,-55543
2024-05-14,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,249642,110872,21686,26051,89186
2024-05-21,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2176057,168594,492963,74193,-324369
2024-05-21,S&P 500 QUARTERLY DIVIDEND IND - CHICAGO MERCANTILE EXCHANGE,45808,33190,20959,2413,12231
2024-05-21,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,249696,111867,22369,24841,89498
2024-05-21,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2148201,167055,501133,58298,-334078
2024-05-21,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,278563,170681,73590,3658,97091
2024-05-21,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,469969,12310,64366,83512,-52056
2024-05-28,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2207528,175982,506487,73967,-330505
2024-05-28,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,249002,110283,21585,24509,88698
2024-05-28,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2179731,174279,513883,58759,-339604
2024-05-28,S&P 500 QUARTERLY DIVIDEND IND - CHICAGO MERCANTILE EXCHANGE,45609,32990,20959,2413,12031
2024-05-28,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,498133,14075,66390,94367,-52315
2024-05-28,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,277969,164667,73677,4438,90990
2024-06-04,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2160026,157597,503013,66276,-345416
2024-06-04,S&P 500 QUARTERLY DIVIDEND IND - CHICAGO MERCANTILE EXCHANGE,45631,31450,21548,2203,9902
2024-06-04,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2189450,159209,493896,83520,-334687
2024-06-04,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,521975,18090,67042,103007,-48952
2024-06-04,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,294239,184565,77278,3993,107287
2024-06-04,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,250249,96840,21674,25422,75166
2024-06-11,S&P 500 QUARTERLY DIVIDEND IND - CHICAGO MERCANTILE EXCHANGE,47048,31697,22848,1933,8849
2024-06-11,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2266096,154329,521859,78507,-367530
2024-06-11,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,248861,95536,23291,22643,72245
2024-06-11,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,537076,17590,65642,110557,-48052
2024-06-11,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,304581,209830,74523,3475,135307
2024-06-11,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2296554,157028,511028,97138,-354000
2024-06-18,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2595590,168003,539413,176370,-371410
2024-06-18,S&P 500 QUARTERLY DIVIDEND IND - CHICAGO MERCANTILE EXCHANGE,48282,33736,22962,928,10774
2024-06-18,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2626904,169695,527840,197045,-358145
2024-06-18,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,545132,22402,68970,115105,-46568
2024-06-18,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,313137,204488,71847,19177,132641
2024-06-18,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,251093,95703,23391,23653,72312
2024-06-25,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,1986672,134364,424451,28081,-290087
2024-06-25,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,105916,20253,33406,1574,-13153
2024-06-25,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,246810,94911,24036,22425,70875
2024-06-25,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,477908,28746,42492,97359,-13746
2024-06-25,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,1976080,135213,423985,25049,-288772
2024-07-02,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,519177,27376,56964,119079,-29588
2024-07-02,S&P 500 QUARTERLY DIVIDEND IND - CHICAGO MERCANTILE EXCHANGE,37500,26756,18033,1492,8723
2024-07-02,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,251267,104735,28077,21763,76658
2024-07-02,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2047732,174079,451285,29008,-277206
2024-07-02,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2037086,173915,450216,27072,-276301
2024-07-02,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,106458,20298,29349,697,-9051
2024-07-09,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,112357,30000,31051,748,-1051
2024-07-09,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2059456,155137,480425,33389,-325288
2024-07-09,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2048220,155049,480232,30402,-325183
2024-07-09,S&P 500 QUARTERLY DIVIDEND IND - CHICAGO MERCANTILE EXCHANGE,37600,26806,17983,1492,8823
2024-07-09,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,253460,118112,28721,20872,89391
2024-07-09,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,523021,30294,55289,121080,-24995
2024-07-16,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2102256,178519,531786,34308,-353267
2024-07-16,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,122485,23934,34178,878,-10244
2024-07-16,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2090007,177191,529434,33155,-352243
2024-07-16,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,545569,33289,58589,130924,-25300
2024-07-16,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,253666,117569,29928,20873,87641
2024-07-16,S&P 500 QUARTERLY DIVIDEND IND - CHICAGO MERCANTILE EXCHANGE,37725,26956,17908,1542,9048
2024-07-23,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2058317,196230,472365,28313,-276135
2024-07-23,S&P 500 QUARTERLY DIVIDEND IND - CHICAGO MERCANTILE EXCHANGE,38029,27056,17654,1646,9402
2024-07-23,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2047183,195258,470113,27818,-274855
2024-07-23,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,548265,33759,58183,129596,-24424
2024-07-23,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,254928,115952,29567,22097,86385
2024-07-23,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,111344,13901,26706,763,-12805
2024-07-30,S&P 500 QUARTERLY DIVIDEND IND - CHICAGO MERCANTILE EXCHANGE,38975,28181,17594,1697,10587
2024-07-30,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,255465,114925,27159,23391,87766
2024-07-30,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2058295,201842,449053,43049,-247211
2024-07-30,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,120903,19263,49200,2839,-29937
2024-07-30,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2046205,203139,447356,39542,-244217
2024-07-30,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,552502,36279,58358,125407,-22079
2024-08-06,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,115595,13776,53674,4310,-39898
2024-08-06,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,556224,38125,58358,124946,-20233
2024-08-06,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2025834,225589,435348,38400,-209759
2024-08-06,S&P 500 QUARTERLY DIVIDEND IND - CHICAGO MERCANTILE EXCHANGE,39925,28681,18464,1647,10217
2024-08-06,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2037394,223745,437494,42052,-213749
2024-08-06,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,258212,114395,27533,25150,86862
2024-08-13,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2033008,175193,451647,56202,-276454
2024-08-13,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,130538,25979,52091,5989,-26112
2024-08-13,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,562437,37091,54490,127748,-17399
2024-08-13,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,260193,115459,28079,25446,87380
2024-08-13,S&P 500 QUARTERLY DIVIDEND IND - CHICAGO MERCANTILE EXCHANGE,41225,29756,19282,1672,10474
2024-08-13,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2046062,174872,453937,59720,-279065
2024-08-20,S&P 500 QUARTERLY DIVIDEND IND - CHICAGO MERCANTILE EXCHANGE,42014,30596,19472,1571,11124
2024-08-20,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2050976,184653,535744,58125,-351091
2024-08-20,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,571966,44382,51051,127309,-6669
2024-08-20,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,263495,116690,28114,24384,88576
2024-08-20,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2066099,184176,539003,62109,-354827
2024-08-20,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,151227,29879,67243,5189,-37364
